fundCode,fundName,setupDate,issueDate,wrtOffDate,isinitial,fundCorp,ivstTypeCode,ivstTypeInDt,ivstTypeExDt,fundType,typeInDt,typeExDt,frstIvstType,scndIvstType
005508.OF,永赢丰利C,20180129,20171225,,0,永赢基金,2.00E+15,20180129,,开放式,20180129,,债券型基金,中长期纯债型基金
005509.OF,银华尊享A,,20180427,,1,银华基金,2.00E+15,,,开放式,,,混合型基金,偏债混合型基金
005510.OF,银华尊享C,,20180427,,0,银华基金,2.00E+15,,,开放式,,,混合型基金,偏债混合型基金
005511.OF,中信建投稳福A,20181107,20180806,20191204,1,中信建投基金,2.00E+15,20181107,20191204,开放式,20181107,20191204,债券型基金,中长期纯债型基金
005512.OF,中信建投稳福C,20181107,20180806,20191204,0,中信建投基金,2.00E+15,20181107,20191204,开放式,20181107,20191204,债券型基金,中长期纯债型基金
005513.OF,南华瑞恒中短债A,20190129,20190107,,1,南华基金,2.00E+15,20190129,20190215,开放式,20190129,,债券型基金,中长期纯债型基金
005513.OF,南华瑞恒中短债A,20190129,20190107,,1,南华基金,2.00E+15,20190216,,开放式,20190129,,债券型基金,短期纯债型基金
005514.OF,南华瑞恒中短债C,20190129,20190107,,0,南华基金,2.00E+15,20190216,,开放式,20190129,,债券型基金,短期纯债型基金
005514.OF,南华瑞恒中短债C,20190129,20190107,,0,南华基金,2.00E+15,20190129,20190215,开放式,20190129,,债券型基金,中长期纯债型基金
005515.OF,银华中小市值A,20180511,20180409,,1,银华基金,2.00E+15,20180511,,开放式,20180511,,股票型基金,普通股票型基金
005516.OF,银华中小市值C,20180511,20180409,,0,银华基金,2.00E+15,20180511,,开放式,20180511,,股票型基金,普通股票型基金
005517.OF,富国新趋势A,20180312,20180201,,1,富国基金,2.00E+15,20180312,,开放式,20180312,,混合型基金,灵活配置型基金
005518.OF,富国新趋势C,20180312,20180201,,0,富国基金,2.00E+15,20180312,,开放式,20180312,,混合型基金,灵活配置型基金
005519.OF,银华混改红利,20180522,20180419,,1,银华基金,2.00E+15,20180522,,开放式,20180522,,混合型基金,灵活配置型基金
005520.OF,国投瑞银创新医疗,20180328,20180301,,1,国投瑞银基金,2.00E+15,20180328,,开放式,20180328,,混合型基金,灵活配置型基金
005521.OF,华安红利精选,20180119,20180108,,1,华安基金,2.00E+15,20180119,,开放式,20180119,,混合型基金,偏股混合型基金
005522.OF,华泰保兴吉年福,20171228,20171225,,1,华泰保兴基金,2.00E+15,20171228,,开放式,20171228,,混合型基金,灵活配置型基金
005523.OF,泰康颐年A,20180530,20180413,,1,泰康资产,2.00E+15,20180530,,开放式,20180530,,混合型基金,偏债混合型基金
005524.OF,泰康颐年C,20180530,20180413,,0,泰康资产,2.00E+15,20180530,,开放式,20180530,,混合型基金,偏债混合型基金
005525.OF,工银瑞信瑞祥定开,20180611,20180604,,1,工银瑞信基金,2.00E+15,20180611,,开放式,20180611,,债券型基金,中长期纯债型基金
005526.OF,工银瑞信新生代消费,20180213,20180118,,1,工银瑞信基金,2.00E+15,20180213,,开放式,20180213,,混合型基金,灵活配置型基金
005527.OF,中信建投山西国有企业债A,20180913,20180611,,1,中信建投基金,2.00E+15,20180913,,开放式,20180913,,债券型基金,中长期纯债型基金
005528.OF,中信建投山西国有企业债C,20180913,20180611,,0,中信建投基金,2.00E+15,20180913,,开放式,20180913,,债券型基金,中长期纯债型基金
005529.OF,银华华茂,20180525,20180409,,1,银华基金,2.00E+15,20180525,,开放式,20180525,,债券型基金,中长期纯债型基金
005530.OF,汇添富价值多因子量化策略,20180323,20171227,,1,汇添富基金,2.00E+15,20180323,,开放式,20180323,,股票型基金,普通股票型基金
005531.OF,华安安悦A,20180306,20180228,,1,华安基金,2.00E+15,20180306,,开放式,20180306,,债券型基金,中长期纯债型基金
005532.OF,华安安悦C,20180306,20180228,,0,华安基金,2.00E+15,20180306,,开放式,20180306,,债券型基金,中长期纯债型基金
005533.OF,银华国企改革,20180629,20180521,,1,银华基金,2.00E+15,20180629,,开放式,20180629,,混合型基金,平衡混合型基金
005534.OF,华夏新时代,20180530,20180507,,1,华夏基金,2.00E+15,20180530,,开放式,20180530,,国际(QDII)基金,国际(QDII)混合型基金
005535.OF,泰信竞争优选,20180514,20180409,,1,泰信基金,2.00E+15,20180514,,开放式,20180514,,混合型基金,灵活配置型基金
005537.OF,中航新起航A,20180423,20180118,,1,中航基金,2.00E+15,20180423,,开放式,20180423,,混合型基金,灵活配置型基金
005538.OF,中航新起航C,20180423,20180118,,0,中航基金,2.00E+15,20180423,,开放式,20180423,,混合型基金,灵活配置型基金
005539.OF,中航创新驱动A,,20191008,,1,中航基金,2.00E+15,,,开放式,,,股票型基金,普通股票型基金
005540.OF,中航创新驱动C,,20191008,,0,中航基金,2.00E+15,,,开放式,,,股票型基金,普通股票型基金
005541.OF,前海开源盛鑫A,20180404,20180102,,1,前海开源基金,2.00E+15,20180404,,开放式,20180404,,混合型基金,灵活配置型基金
005542.OF,前海开源盛鑫C,20180404,20180102,,0,前海开源基金,2.00E+15,20180404,,开放式,20180404,,混合型基金,灵活配置型基金
005543.OF,银华心诚,20180312,20180305,,1,银华基金,2.00E+15,20180312,,开放式,20180312,,混合型基金,灵活配置型基金
005544.OF,银华瑞和,20180426,20180402,,1,银华基金,2.00E+15,20180426,,开放式,20180426,,混合型基金,灵活配置型基金
005545.OF,中银改革红利,20180213,20180112,,1,中银基金,2.00E+15,20180213,,开放式,20180213,,混合型基金,灵活配置型基金
005546.OF,银华岁弘,,20180502,,1,银华基金,2.00E+15,,,开放式,,,债券型基金,中长期纯债型基金
005547.OF,诺安圆鼎定期开放,20180123,20180117,,1,诺安基金,2.00E+15,20180123,,开放式,20180123,,债券型基金,中长期纯债型基金
005548.OF,诺安鑫享定期开放,20180207,20180202,,1,诺安基金,2.00E+15,20180207,,开放式,20180207,,债券型基金,中长期纯债型基金
005549.OF,富国成长优选三年定开,20180131,20180123,,1,富国基金,2.00E+15,20180131,,开放式,20180131,,混合型基金,灵活配置型基金
005550.OF,汇安成长优选A,20180213,20180115,,1,汇安基金,2.00E+15,20180213,,开放式,20180213,,混合型基金,灵活配置型基金
005551.OF,汇安成长优选C,20180213,20180115,,0,汇安基金,2.00E+15,20180213,,开放式,20180213,,混合型基金,灵活配置型基金
005552.OF,国富新趋势A,20180208,20180108,,1,国海富兰克林基金,2.00E+15,20180208,,开放式,20180208,,混合型基金,灵活配置型基金
005553.OF,国富新趋势C,20180208,20180108,,0,国海富兰克林基金,2.00E+15,20180208,,开放式,20180208,,混合型基金,灵活配置型基金
005554.OF,南方恒生H股联接A,20180212,20180112,,1,南方基金,2.00E+15,20180212,,开放式,20180212,,股票型基金,被动指数型基金
005555.OF,南方恒生H股联接C,20180212,20180112,,0,南方基金,2.00E+15,20180212,,开放式,20180212,,股票型基金,被动指数型基金
005556.OF,汇安裕华纯债,20180207,20180129,,1,汇安基金,2.00E+15,20180207,,开放式,20180207,,债券型基金,中长期纯债型基金
005557.OF,广发海外多元人民币,20180208,20180115,,1,广发基金,2.00E+15,20180208,,开放式,20180208,,国际(QDII)基金,国际(QDII)另类投资基金
005558.OF,广发海外多元美元,20180208,20180115,,0,广发基金,2.00E+15,20180208,,开放式,20180208,,国际(QDII)基金,国际(QDII)另类投资基金
005559.OF,广发集泰A,20180726,20180604,,1,广发基金,2.00E+15,20180726,,开放式,20180726,,债券型基金,混合债券型二级基金
005560.OF,广发集泰C,20180726,20180604,,0,广发基金,2.00E+15,20180726,,开放式,20180726,,债券型基金,混合债券型二级基金
005561.OF,创金合信红利低波动A,20180426,20180409,,1,创金合信基金,2.00E+15,20180426,,开放式,20180426,,股票型基金,被动指数型基金
005562.OF,创金合信红利低波动C,20180426,20180409,,0,创金合信基金,2.00E+15,20180426,,开放式,20180426,,股票型基金,被动指数型基金
005563.OF,创金合信国证1000A,20180207,20180109,,1,创金合信基金,2.00E+15,20180207,,开放式,20180207,,股票型基金,被动指数型基金
005564.OF,创金合信国证1000C,20180207,20180109,,0,创金合信基金,2.00E+15,20180207,,开放式,20180207,,股票型基金,被动指数型基金
005565.OF,创金合信国证2000A,20180207,20180109,,1,创金合信基金,2.00E+15,20180207,,开放式,20180207,,股票型基金,被动指数型基金
005566.OF,创金合信国证2000C,20180207,20180109,,0,创金合信基金,2.00E+15,20180207,,开放式,20180207,,股票型基金,被动指数型基金
005567.OF,创金合信MSCI中国A股A,20180207,20180109,,1,创金合信基金,2.00E+15,20180207,,开放式,20180207,,股票型基金,被动指数型基金
005568.OF,创金合信MSCI中国A股C,20180207,20180109,,0,创金合信基金,2.00E+15,20180207,,开放式,20180207,,股票型基金,被动指数型基金
005569.OF,中融智选红利A,20180330,20180228,,1,中融基金,2.00E+15,20180330,,开放式,20180330,,股票型基金,普通股票型基金
005570.OF,中融智选红利C,20180330,20180228,,0,中融基金,2.00E+15,20180330,,开放式,20180330,,股票型基金,普通股票型基金
005571.OF,中银证券新能源A,20180802,20180625,,1,中银证券,2.00E+15,20180802,,开放式,20180802,,混合型基金,灵活配置型基金
005572.OF,中银证券新能源C,20180802,20180625,,0,中银证券,2.00E+15,20180802,,开放式,20180802,,混合型基金,灵活配置型基金
005573.OF,东吴悦秀纯债A,20180423,20180222,,1,东吴基金,2.00E+15,20180423,,开放式,20180423,,债券型基金,中长期纯债型基金
005574.OF,东吴悦秀纯债C,20180423,20180222,,0,东吴基金,2.00E+15,20180423,,开放式,20180423,,债券型基金,中长期纯债型基金
005575.OF,长信稳鑫三个月定开,20180119,20180116,,1,长信基金,2.00E+15,20180119,,开放式,20180119,,债券型基金,中长期纯债型基金
005576.OF,华泰柏瑞新金融地产,20180308,20180123,,1,华泰柏瑞基金,2.00E+15,20180308,,开放式,20180308,,混合型基金,灵活配置型基金
005577.OF,交银丰晟收益A,20180523,20180502,,1,交银施罗德基金,2.00E+15,20180523,,开放式,20180523,,债券型基金,中长期纯债型基金
005578.OF,交银丰晟收益C,20180523,20180502,,0,交银施罗德基金,2.00E+15,20180523,,开放式,20180523,,债券型基金,中长期纯债型基金
005579.OF,光大晟利A,20180801,20180628,,1,光大保德信基金,2.00E+15,20180801,,开放式,20180801,,债券型基金,中长期纯债型基金
005580.OF,光大晟利C,20180801,20180628,,0,光大保德信基金,2.00E+15,20180801,,开放式,20180801,,债券型基金,中长期纯债型基金
005581.OF,华夏3-5年中高级可质押信用债ETF联接A,20180503,20180124,,1,华夏基金,2.00E+15,20180503,,开放式,20180503,,债券型基金,被动指数型债券基金
005582.OF,华夏3-5年中高级可质押信用债ETF联接C,20180503,20180124,,0,华夏基金,2.00E+15,20180503,,开放式,20180503,,债券型基金,被动指数型债券基金
005583.OF,易方达港股通红利,20180307,20180305,,1,易方达基金,2.00E+15,20180307,,开放式,20180307,,混合型基金,灵活配置型基金
005584.OF,银河量化成长,20180607,20180507,20181226,1,银河基金,2.00E+15,20180607,20181226,开放式,20180607,20181226,混合型基金,偏股混合型基金
005585.OF,银河文体娱乐主题,20180419,20180202,,1,银河基金,2.00E+15,20180419,,开放式,20180419,,混合型基金,灵活配置型基金
005586.OF,银河量化多策略,20180328,20180212,20181011,1,银河基金,2.00E+15,20180328,20181011,开放式,20180328,20181011,混合型基金,偏股混合型基金
005587.OF,安信比较优势,20180321,20180305,,1,安信基金,2.00E+15,20180321,,开放式,20180321,,混合型基金,灵活配置型基金
005588.OF,长安裕腾A,20180606,20180312,,1,长安基金,2.00E+15,20180606,,开放式,20180606,,混合型基金,灵活配置型基金
005589.OF,长信企业精选两年,20180719,20180416,,1,长信基金,2.00E+15,20180719,,开放式,20180719,,混合型基金,灵活配置型基金
005590.OF,汇添富鑫永定期开放A,20180125,20180122,,1,汇添富基金,2.00E+15,20180125,,开放式,20180125,,债券型基金,中长期纯债型基金
005591.OF,汇添富鑫永定期开放C,20180125,20180122,,0,汇添富基金,2.00E+15,20180125,,开放式,20180125,,债券型基金,中长期纯债型基金
005592.OF,长安裕腾C,20180606,20180312,,0,长安基金,2.00E+15,20180606,,开放式,20180606,,混合型基金,灵活配置型基金
005593.OF,上投摩根创新商业模式,20180402,20180305,,1,上投摩根基金,2.00E+15,20180402,,开放式,20180402,,混合型基金,灵活配置型基金
005594.OF,招商添润3个月定开A,20180117,20180115,,1,招商基金,2.00E+15,20180117,,开放式,20180117,,债券型基金,中长期纯债型基金
005595.OF,招商添润3个月定开C,20180117,20180115,,0,招商基金,2.00E+15,20180117,,开放式,20180117,,债券型基金,中长期纯债型基金
005596.OF,建信战略精选A,20180404,20180223,,1,建信基金,2.00E+15,20180404,,开放式,20180404,,混合型基金,灵活配置型基金
005597.OF,建信战略精选C,20180404,20180223,,0,建信基金,2.00E+15,20180404,,开放式,20180404,,混合型基金,灵活配置型基金
005598.OF,广发中小盘精选,20180504,20180409,,1,广发基金,2.00E+15,20180504,,开放式,20180504,,混合型基金,偏股混合型基金
005599.OF,汇安量化优选A,20180726,20180611,,1,汇安基金,2.00E+15,20180726,,开放式,20180726,,混合型基金,灵活配置型基金
005600.OF,汇安量化优选C,20180726,20180611,,0,汇安基金,2.00E+15,20180726,,开放式,20180726,,混合型基金,灵活配置型基金
005601.OF,汇安中短债A,20190917,20190812,,1,汇安基金,2.00E+15,20190917,,开放式,20190917,,债券型基金,短期纯债型基金
005602.OF,汇安中短债C,20190917,20190812,,0,汇安基金,2.00E+15,20190917,,开放式,20190917,,债券型基金,短期纯债型基金
005603.OF,嘉实新添康A,20180927,20180702,,1,嘉实基金,2.00E+15,20180927,,开放式,20180927,,混合型基金,灵活配置型基金
005604.OF,嘉实新添康C,20180927,20180702,,0,嘉实基金,2.00E+15,20180927,,开放式,20180927,,混合型基金,灵活配置型基金
005605.OF,兴银瑞福定期开放,,20180124,,1,兴银基金,2.00E+15,,,开放式,,,债券型基金,中长期纯债型基金
005606.OF,招商招鸿6个月定开,20180315,20180312,,1,招商基金,2.00E+15,20180315,,开放式,20180315,,债券型基金,中长期纯债型基金
005607.OF,华宝中证500指数增强A,20180419,20180402,,1,华宝基金,2.00E+15,20180419,,开放式,20180419,,股票型基金,增强指数型基金
005608.OF,华宝中证500指数增强C,20180419,20180402,,0,华宝基金,2.00E+15,20180419,,开放式,20180419,,股票型基金,增强指数型基金
005609.OF,富国军工主题,20180329,20180301,,1,富国基金,2.00E+15,20180329,,开放式,20180329,,混合型基金,偏股混合型基金
005610.OF,中银泰享定期开放,20180321,20180312,,1,中银基金,2.00E+15,20180321,,开放式,20180321,,债券型基金,中长期纯债型基金
005611.OF,中银证券汇享定期开放,20180529,20180522,,1,中银证券,2.00E+15,20180529,,开放式,20180529,,债券型基金,中长期纯债型基金
005612.OF,嘉实核心优势,20180201,20180129,,1,嘉实基金,2.00E+15,20180201,,开放式,20180201,,股票型基金,普通股票型基金
005613.OF,上投摩根富时REITs人民币,20180426,20180319,,1,上投摩根基金,2.00E+15,20180426,,开放式,20180426,,国际(QDII)基金,国际(QDII)另类投资基金
005614.OF,上投摩根富时REITs美元现钞,20180426,20180319,,0,上投摩根基金,2.00E+15,20180426,,开放式,20180426,,国际(QDII)基金,国际(QDII)另类投资基金
005615.OF,上投摩根富时REITs美元现汇,20180426,20180319,,0,上投摩根基金,2.00E+15,20180426,,开放式,20180426,,国际(QDII)基金,国际(QDII)另类投资基金
005616.OF,东方量化成长,20180321,20180205,,1,东方基金,2.00E+15,20180321,,开放式,20180321,,混合型基金,灵活配置型基金
005617.OF,中信保诚嘉鑫3个月定开,20180130,20180129,,1,中信保诚基金,2.00E+15,20180130,,开放式,20180130,,债券型基金,中长期纯债型基金
005618.OF,融通红利机会A,20180327,20180226,,1,融通基金,2.00E+15,20180327,,开放式,20180327,,混合型基金,灵活配置型基金
005619.OF,融通红利机会C,20180327,20180226,,0,融通基金,2.00E+15,20180327,,开放式,20180327,,混合型基金,灵活配置型基金
005620.OF,中欧品质消费A,20180211,20180125,,1,中欧基金,2.00E+15,20180211,,开放式,20180211,,股票型基金,普通股票型基金
005621.OF,中欧品质消费C,20180211,20180125,,0,中欧基金,2.00E+15,20180211,,开放式,20180211,,股票型基金,普通股票型基金
005622.OF,博时富安纯债3个月,20180202,20180123,,1,博时基金,2.00E+15,20180202,,开放式,20180202,,债券型基金,中长期纯债型基金
005623.OF,广发中债1-3年农发债A,20180424,20180419,,1,广发基金,2.00E+15,20180424,,开放式,20180424,,债券型基金,被动指数型债券基金
005624.OF,广发中债1-3年农发债C,20180424,20180419,,0,广发基金,2.00E+15,20180424,,开放式,20180424,,债券型基金,被动指数型债券基金
005625.OF,南华瑞鑫定开,20180315,20180312,,1,南华基金,2.00E+15,20180315,,开放式,20180315,,债券型基金,中长期纯债型基金
005628.OF,汇安趋势动力A,20180425,20180326,,1,汇安基金,2.00E+15,20180425,,开放式,20180425,,股票型基金,普通股票型基金
005629.OF,汇安趋势动力C,20180425,20180326,,0,汇安基金,2.00E+15,20180425,,开放式,20180425,,股票型基金,普通股票型基金
005630.OF,华安研究精选,20180314,20180205,,1,华安基金,2.00E+15,20180314,,开放式,20180314,,混合型基金,偏股混合型基金
005631.OF,博时富乾纯债3个月,20180208,20180129,,1,博时基金,2.00E+15,20180208,,开放式,20180208,,债券型基金,中长期纯债型基金
005632.OF,鹏华量化先锋,20180223,20180223,,1,鹏华基金,2.00E+15,20180223,,开放式,20180223,,混合型基金,偏股混合型基金
005633.OF,建信中证500指数增强C,20180316,,,0,建信基金,2.00E+15,20180316,,开放式,20180316,,股票型基金,增强指数型基金
005634.OF,汇安行业龙头,20190828,20190524,,1,汇安基金,2.00E+15,20190828,,开放式,20190828,,混合型基金,偏股混合型基金
005635.OF,博时量化多策略A,20180403,20180305,,1,博时基金,2.00E+15,20180403,,开放式,20180403,,股票型基金,普通股票型基金
005636.OF,博时量化多策略C,20180403,20180305,,0,博时基金,2.00E+15,20180403,,开放式,20180403,,股票型基金,普通股票型基金
005637.OF,中融聚业3个月,20181017,20180716,,1,中融基金,2.00E+15,20181017,,开放式,20181017,,债券型基金,中长期纯债型基金
005638.OF,农银汇理量化智慧动力,20180326,20180223,,1,农银汇理基金,2.00E+15,20180326,,开放式,20180326,,混合型基金,偏股混合型基金
005639.OF,平安沪深300ETF联接A,20180404,20180305,,1,平安基金,2.00E+15,20180404,,开放式,20180404,,股票型基金,被动指数型基金
005640.OF,平安沪深300ETF联接C,20180404,20180305,,0,平安基金,2.00E+15,20180404,,开放式,20180404,,股票型基金,被动指数型基金
005641.OF,国投瑞银顺源6个月,20180207,20180205,,1,国投瑞银基金,2.00E+15,20180207,,开放式,20180207,,债券型基金,中长期纯债型基金
005642.OF,鹏扬景升A,20180403,20180206,,1,鹏扬基金,2.00E+15,20180403,,开放式,20180403,,混合型基金,灵活配置型基金
005643.OF,鹏扬景升C,20180403,20180206,,0,鹏扬基金,2.00E+15,20180403,,开放式,20180403,,混合型基金,灵活配置型基金
005644.OF,广发沪港深行业龙头,20180321,20180226,,1,广发基金,2.00E+15,20180321,,开放式,20180321,,混合型基金,偏股混合型基金
005645.OF,华泰保兴尊信定开纯债,20180206,20180130,,1,华泰保兴基金,2.00E+15,20180206,,开放式,20180206,,债券型基金,中长期纯债型基金
005646.OF,中海沪港深多策略,20180321,20180301,,1,中海基金,2.00E+15,20180321,,开放式,20180321,,混合型基金,灵活配置型基金
005647.OF,广发汇佳,20180312,20180305,,1,广发基金,2.00E+15,20180312,,开放式,20180312,,债券型基金,中长期纯债型基金
005648.OF,招商添琪3个月定开A,20180301,20180226,,1,招商基金,2.00E+15,20180301,,开放式,20180301,,债券型基金,中长期纯债型基金
005649.OF,招商添琪3个月定开C,20180301,20180226,,0,招商基金,2.00E+15,20180301,,开放式,20180301,,债券型基金,中长期纯债型基金
005650.OF,万家量化同顺多策略A,20180504,20180402,,1,万家基金,2.00E+15,20180504,,开放式,20180504,,混合型基金,灵活配置型基金
005651.OF,万家量化同顺多策略C,20180504,20180402,,0,万家基金,2.00E+15,20180504,,开放式,20180504,,混合型基金,灵活配置型基金
005652.OF,国富天颐A,20180327,20180226,,1,国海富兰克林基金,2.00E+15,20180327,,开放式,20180327,,混合型基金,偏债混合型基金
005653.OF,国富天颐C,20180327,20180226,,0,国海富兰克林基金,2.00E+15,20180327,,开放式,20180327,,混合型基金,偏债混合型基金
005654.OF,天弘悦享定开,20180514,20180509,,1,天弘基金,2.00E+15,20180514,,开放式,20180514,,债券型基金,中长期纯债型基金
005655.OF,诺安浙享定期开放,20180927,20180925,,1,诺安基金,2.00E+15,20180927,,开放式,20180927,,债券型基金,中长期纯债型基金
005656.OF,光大安泽A,20180906,20180703,,1,光大保德信基金,2.00E+15,20180906,,开放式,20180906,,债券型基金,混合债券型二级基金
005657.OF,光大安泽C,20180906,20180703,,0,光大保德信基金,2.00E+15,20180906,,开放式,20180906,,债券型基金,混合债券型二级基金
005658.OF,华夏沪深300ETF联接C,20180202,,,0,华夏基金,2.00E+15,20180202,,开放式,20180202,,股票型基金,被动指数型基金
005659.OF,南方恒生ETF联接C,20180309,,,0,南方基金,2.00E+15,20180309,,开放式,20180309,,股票型基金,被动指数型基金
005660.OF,嘉实资源精选A,20181022,20180717,,1,嘉实基金,2.00E+15,20181022,,开放式,20181022,,股票型基金,普通股票型基金
005661.OF,嘉实资源精选C,20181022,20180717,,0,嘉实基金,2.00E+15,20181022,,开放式,20181022,,股票型基金,普通股票型基金
005662.OF,嘉实金融精选A,20180314,20180226,,1,嘉实基金,2.00E+15,20180314,,开放式,20180314,,股票型基金,普通股票型基金
005663.OF,嘉实金融精选C,20180314,20180226,,0,嘉实基金,2.00E+15,20180314,,开放式,20180314,,股票型基金,普通股票型基金
005664.OF,鹏扬景欣A,20180510,20180208,,1,鹏扬基金,2.00E+15,20180510,,开放式,20180510,,混合型基金,偏债混合型基金
005665.OF,鹏扬景欣C,20180510,20180208,,0,鹏扬基金,2.00E+15,20180510,,开放式,20180510,,混合型基金,偏债混合型基金
005666.OF,上银慧佳盈,20180517,20180514,,1,上银基金,2.00E+15,20180517,,开放式,20180517,,债券型基金,中长期纯债型基金
005667.OF,易方达富财纯债,20181026,20180725,,1,易方达基金,2.00E+15,20181026,,开放式,20181026,,债券型基金,中长期纯债型基金
005668.OF,融通新能源汽车,20180615,20180521,,1,融通基金,2.00E+15,20180615,,开放式,20180615,,混合型基金,灵活配置型基金
005669.OF,前海开源公用事业,20180323,20180226,,1,前海开源基金,2.00E+15,20180323,,开放式,20180323,,股票型基金,普通股票型基金
005670.OF,嘉实致兴定开纯债,20180608,20180604,,1,嘉实基金,2.00E+15,20180608,,开放式,20180608,,债券型基金,中长期纯债型基金
005671.OF,前海联合研究优选A,20180725,20180625,,1,新疆前海联合基金,2.00E+15,20180725,,开放式,20180725,,混合型基金,灵活配置型基金
005672.OF,前海联合研究优选C,20180725,20180625,,0,新疆前海联合基金,2.00E+15,20180725,,开放式,20180725,,混合型基金,灵活配置型基金
005673.OF,新华惠鑫A,20180214,,20190109,0,新华基金,2.00E+15,20180214,20190109,开放式,20180214,20190109,债券型基金,混合债券型二级基金
005674.OF,诺德消费升级,20180518,20180323,,1,诺德基金,2.00E+15,20180518,,开放式,20180518,,混合型基金,灵活配置型基金
005675.OF,易方达恒生H股ETF联接C人民币,20180209,,,0,易方达基金,2.00E+15,20180209,,开放式,20180209,,国际(QDII)基金,国际(QDII)股票型基金
005676.OF,易方达标普消费品人民币C,20180209,,,0,易方达基金,2.00E+15,20180209,,开放式,20180209,,国际(QDII)基金,国际(QDII)股票型基金
005677.OF,安信永盛,20180330,20180214,,1,安信基金,2.00E+15,20180330,,开放式,20180330,,债券型基金,中长期纯债型基金
005678.OF,安信尊享添益A,20180314,20180222,,1,安信基金,2.00E+15,20180314,,开放式,20180314,,债券型基金,中长期纯债型基金
005679.OF,财通资管鑫盛6个月,20180522,20180420,,1,财通证券资管,2.00E+15,20180522,,开放式,20180522,,混合型基金,偏债混合型基金
005680.OF,财通资管价值成长,20190325,20190201,,1,财通证券资管,2.00E+15,20190325,,开放式,20190325,,混合型基金,偏股混合型基金
005682.OF,财通资管消费精选,20180402,20180228,,1,财通证券资管,2.00E+15,20180402,,开放式,20180402,,混合型基金,灵活配置型基金
005683.OF,国寿安保华兴,20180428,20180329,,1,国寿安保基金,2.00E+15,20180428,,开放式,20180428,,混合型基金,灵活配置型基金
005684.OF,财通资管鸿睿12个月A,20180810,20180706,,1,财通证券资管,2.00E+15,20180810,,开放式,20180810,,债券型基金,中长期纯债型基金
005685.OF,财通资管鸿睿12个月C,20180810,20180706,,0,财通证券资管,2.00E+15,20180810,,开放式,20180810,,债券型基金,中长期纯债型基金
005686.OF,财通资管瑞享12个月,20180529,20180426,,1,财通证券资管,2.00E+15,20180529,,开放式,20180529,,混合型基金,偏债混合型基金
005689.OF,中银医疗保健,20180613,20180507,,1,中银基金,2.00E+15,20180613,,开放式,20180613,,混合型基金,灵活配置型基金
005690.OF,中银安享,20181126,20181119,,1,中银基金,2.00E+15,20181126,,开放式,20181126,,债券型基金,中长期纯债型基金
005691.OF,南方中证100C,20180309,,,0,南方基金,2.00E+15,20180309,,开放式,20180309,,股票型基金,被动指数型基金
005692.OF,广发中证全指工业ETF联接C,20180213,,,0,广发基金,2.00E+15,20180213,,开放式,20180213,,股票型基金,被动指数型基金
005693.OF,广发中证军工ETF联接C,20180213,,,0,广发基金,2.00E+15,20180213,,开放式,20180213,,股票型基金,被动指数型基金
005694.OF,华富恒玖3个月A,20180323,20180305,20200310,1,华富基金,2.00E+15,20180323,20200310,开放式,20180323,20200310,债券型基金,中长期纯债型基金
005695.OF,华安睿明两年定开A,20180423,20180409,,1,华安基金,2.00E+15,20180423,,开放式,20180423,,混合型基金,灵活配置型基金
005696.OF,华安睿明两年定开C,20180423,20180409,,0,华安基金,2.00E+15,20180423,,开放式,20180423,,混合型基金,灵活配置型基金
005697.OF,安信量化多因子C,20180228,,20181228,0,安信基金,2.00E+15,20180228,20181228,开放式,20180228,20181228,混合型基金,灵活配置型基金
005698.OF,华夏全球科技先锋,20180417,20180326,,1,华夏基金,2.00E+15,20180417,,开放式,20180417,,国际(QDII)基金,国际(QDII)混合型基金
005699.OF,工银瑞信新经济人民币,20180510,20180326,,1,工银瑞信基金,2.00E+15,20180510,,开放式,20180510,,国际(QDII)基金,国际(QDII)混合型基金
005700.OF,工银瑞信新经济美元,20180510,20180326,,0,工银瑞信基金,2.00E+15,20180510,,开放式,20180510,,国际(QDII)基金,国际(QDII)混合型基金
005701.OF,上投摩根香港精选港股通,20180608,20180510,,1,上投摩根基金,2.00E+15,20180608,,开放式,20180608,,混合型基金,偏股混合型基金
005702.OF,恒生前海港股通高股息低波动,20180426,20180319,,1,恒生前海基金,2.00E+15,20180426,,开放式,20180426,,股票型基金,被动指数型基金
005703.OF,永赢增益A,20180306,20180222,,1,永赢基金,2.00E+15,20180306,,开放式,20180306,,债券型基金,中长期纯债型基金
005704.OF,永赢增益C,20180306,20180222,,0,永赢基金,2.00E+15,20180306,,开放式,20180306,,债券型基金,中长期纯债型基金
005705.OF,永赢恒益,20180514,20180312,,1,永赢基金,2.00E+15,20180514,,开放式,20180514,,债券型基金,中长期纯债型基金
005706.OF,兴业龙腾双益平衡,20180419,20180326,,1,兴业基金,2.00E+15,20180419,,开放式,20180419,,混合型基金,平衡混合型基金
005707.OF,富国港股通量化精选,20180530,20180425,,1,富国基金,2.00E+15,20180530,,开放式,20180530,,股票型基金,普通股票型基金
005708.OF,国联安远见成长,20180515,20180412,,1,国联安基金,2.00E+15,20180515,,开放式,20180515,,混合型基金,偏股混合型基金
005709.OF,华安鼎益A,20181102,20181029,,1,华安基金,2.00E+15,20181102,,开放式,20181102,,债券型基金,中长期纯债型基金
