fundCode,fundName,setupDate,issueDate,wrtOffDate,isinitial,fundCorp,ivstTypeCode,ivstTypeInDt,ivstTypeExDt,fundType,typeInDt,typeExDt,frstIvstType,scndIvstType
005710.OF,兴业嘉润3个月,20180308,20180306,,1,兴业基金,2.00E+15,20180308,,开放式,20180308,,债券型基金,中长期纯债型基金
005711.OF,永赢惠添利,20180531,20180502,,1,永赢基金,2.00E+15,20180531,,开放式,20180531,,混合型基金,灵活配置型基金
005712.OF,兴全祥泰定期开放,20180316,20180307,,1,兴证全球基金,2.00E+15,20180316,,开放式,20180316,,债券型基金,中长期纯债型基金
005713.OF,中融季季红定期开放A,20180323,20180319,,1,中融基金,2.00E+15,20180323,,开放式,20180323,,债券型基金,中长期纯债型基金
005714.OF,中融季季红定期开放C,20180323,20180319,,0,中融基金,2.00E+15,20180323,,开放式,20180323,,债券型基金,中长期纯债型基金
005715.OF,人保纯债一年定开A,20180323,20180312,,1,人保资产,2.00E+15,20180323,,开放式,20180323,,债券型基金,中长期纯债型基金
005716.OF,人保纯债一年定开C,20180323,20180312,,0,人保资产,2.00E+15,20180323,,开放式,20180323,,债券型基金,中长期纯债型基金
005717.OF,兴业机遇A,20181113,20180807,,1,兴业基金,2.00E+15,20181113,,开放式,20181113,,债券型基金,混合债券型二级基金
005718.OF,长信富瑞两年定开债A,20190904,20190624,,1,长信基金,2.00E+15,20190904,,开放式,20190904,,债券型基金,中长期纯债型基金
005719.OF,招商招诚半年定开,20180920,20180803,,1,招商基金,2.00E+15,20180920,,开放式,20180920,,债券型基金,中长期纯债型基金
005720.OF,前海开源乾盛A,20180315,20180305,,1,前海开源基金,2.00E+15,20180315,,开放式,20180315,,债券型基金,中长期纯债型基金
005721.OF,前海开源乾盛C,20180315,20180305,,0,前海开源基金,2.00E+15,20180315,,开放式,20180315,,债券型基金,中长期纯债型基金
005722.OF,前海联合泓瑞,20180307,20180305,,1,新疆前海联合基金,2.00E+15,20180307,,开放式,20180307,,债券型基金,中长期纯债型基金
005723.OF,中融聚安3个月定开,20180410,20180402,,1,中融基金,2.00E+15,20180410,,开放式,20180410,,债券型基金,中长期纯债型基金
005724.OF,交银致远量化智投策略,20180518,20180326,,1,交银施罗德基金,2.00E+15,20180518,,开放式,20180518,,混合型基金,偏债混合型基金
005725.OF,国投瑞银恒泽中短债A,20181219,20181126,,1,国投瑞银基金,2.00E+15,20190216,,开放式,20181219,,债券型基金,短期纯债型基金
005725.OF,国投瑞银恒泽中短债A,20181219,20181126,,1,国投瑞银基金,2.00E+15,20181219,20190215,开放式,20181219,,债券型基金,中长期纯债型基金
005726.OF,国泰价值精选,20180808,20180716,,1,国泰基金,2.00E+15,20180808,,开放式,20180808,,混合型基金,灵活配置型基金
005727.OF,嘉实中创400ETF联接C,20180306,,,0,嘉实基金,2.00E+15,20180306,,开放式,20180306,,股票型基金,被动指数型基金
005728.OF,华宝绿色主题,20180904,20180803,,1,华宝基金,2.00E+15,20180904,,开放式,20180904,,混合型基金,偏股混合型基金
005729.OF,南方人工智能主题,20181012,20180724,,1,南方基金,2.00E+15,20181012,,开放式,20181012,,混合型基金,偏股混合型基金
005730.OF,国泰江源优势精选,20180319,20180312,,1,国泰基金,2.00E+15,20180319,,开放式,20180319,,混合型基金,灵活配置型基金
005731.OF,财通资管睿智6个月,20180315,20180312,,1,财通证券资管,2.00E+15,20180315,,开放式,20180315,,债券型基金,中长期纯债型基金
005732.OF,富国臻选成长,20180815,20180716,,1,富国基金,2.00E+15,20180815,,开放式,20180815,,混合型基金,灵活配置型基金
005733.OF,华夏上证50ETF联接C,20180308,,,0,华夏基金,2.00E+15,20180308,,开放式,20180308,,股票型基金,被动指数型基金
005734.OF,华夏沪港通恒生ETF联接C,20180308,,,0,华夏基金,2.00E+15,20180308,,开放式,20180308,,股票型基金,被动指数型基金
005735.OF,华夏MSCI中国A股国际通ETF联接C,20180308,,,0,华夏基金,2.00E+15,20180308,,开放式,20180308,,股票型基金,被动指数型基金
005736.OF,中欧兴华定开,20181017,20180808,,1,中欧基金,2.00E+15,20181017,,开放式,20181017,,债券型基金,中长期纯债型基金
005737.OF,博时上证50ETF联接C,20180321,,,0,博时基金,2.00E+15,20180321,,开放式,20180321,,股票型基金,被动指数型基金
005738.OF,长城智能产业,20180608,20180515,,1,长城基金,2.00E+15,20180608,,开放式,20180608,,混合型基金,灵活配置型基金
005739.OF,富国转型机遇,20180425,20180326,,1,富国基金,2.00E+15,20180425,,开放式,20180425,,混合型基金,偏股混合型基金
005740.OF,易方达恒信,20180327,20180326,,1,易方达基金,2.00E+15,20180327,,开放式,20180327,,债券型基金,中长期纯债型基金
005741.OF,南方君信,20180530,20180427,,1,南方基金,2.00E+15,20180530,,开放式,20180530,,混合型基金,灵活配置型基金
005742.OF,南方成安优选,20180419,20180326,,1,南方基金,2.00E+15,20180419,,开放式,20180419,,混合型基金,灵活配置型基金
005743.OF,长安裕隆A,20180903,20180802,,1,长安基金,2.00E+15,20180903,,开放式,20180903,,混合型基金,灵活配置型基金
005744.OF,长安裕隆C,20180903,20180802,,0,长安基金,2.00E+15,20180903,,开放式,20180903,,混合型基金,灵活配置型基金
005745.OF,广发汇康,20180416,20180402,,1,广发基金,2.00E+15,20180416,,开放式,20180416,,债券型基金,中长期纯债型基金
005746.OF,国泰聚利价值定开,20180327,20180312,,1,国泰基金,2.00E+15,20180327,,开放式,20180327,,混合型基金,灵活配置型基金
005747.OF,华安MSCI中国A股国际ETF联接A,20181024,20180822,,1,华安基金,2.00E+15,20181024,,开放式,20181024,,股票型基金,被动指数型基金
005748.OF,华安MSCI中国A股国际ETF联接C,20181024,20180822,,0,华安基金,2.00E+15,20181024,,开放式,20181024,,股票型基金,被动指数型基金
005749.OF,银河庭芳3个月,20180314,20180312,,1,银河基金,2.00E+15,20180314,,开放式,20180314,,债券型基金,中长期纯债型基金
005750.OF,平安双债添益A,20180604,20180425,,1,平安基金,2.00E+15,20180604,,开放式,20180604,,债券型基金,中长期纯债型基金
005751.OF,平安双债添益C,20180604,20180425,,0,平安基金,2.00E+15,20180604,,开放式,20180604,,债券型基金,中长期纯债型基金
005752.OF,金鹰添盛定开,20180926,20180906,,1,金鹰基金,2.00E+15,20180926,,开放式,20180926,,债券型基金,中长期纯债型基金
005753.OF,泰达宏利金利3个月,20180319,20180315,,1,泰达宏利基金,2.00E+15,20180319,,开放式,20180319,,债券型基金,中长期纯债型基金
005754.OF,平安短债A,20180516,20180416,,1,平安基金,2.00E+15,20180516,,开放式,20180516,,债券型基金,短期纯债型基金
005755.OF,平安短债C,20180516,20180416,,0,平安基金,2.00E+15,20180516,,开放式,20180516,,债券型基金,短期纯债型基金
005756.OF,平安短债E,20180516,20180416,,0,平安基金,2.00E+15,20180516,,开放式,20180516,,债券型基金,短期纯债型基金
005757.OF,长江汇聚量化多因子,20180426,20180322,,1,长江资管,2.00E+15,20180426,,开放式,20180426,,混合型基金,灵活配置型基金
005758.OF,中融量化精选A,20180504,20180403,,1,中融基金,2.00E+15,20180504,,开放式,20180504,,混合型基金,偏债混合型基金
005759.OF,中融量化精选C,20180504,20180403,,0,中融基金,2.00E+15,20180504,,开放式,20180504,,混合型基金,偏债混合型基金
005760.OF,富国周期优势,20180710,20180528,,1,富国基金,2.00E+15,20180710,,开放式,20180710,,混合型基金,偏股混合型基金
005761.OF,招商MSCI中国A股国际通A,20180413,20180313,,1,招商基金,2.00E+15,20180413,,开放式,20180413,,股票型基金,被动指数型基金
005762.OF,招商MSCI中国A股国际通C,20180413,20180313,,0,招商基金,2.00E+15,20180413,,开放式,20180413,,股票型基金,被动指数型基金
005763.OF,中欧电子信息产业C,20180423,,,0,中欧基金,2.00E+15,20180423,,开放式,20180423,,股票型基金,普通股票型基金
005764.OF,中欧潜力价值C,20180314,,,0,中欧基金,2.00E+15,20180314,,开放式,20180314,,混合型基金,灵活配置型基金
005765.OF,中欧明睿新常态C,20180314,,,0,中欧基金,2.00E+15,20180314,,开放式,20180314,,混合型基金,偏股混合型基金
005766.OF,平安合瑞,20180326,20180319,,1,平安基金,2.00E+15,20180326,,开放式,20180326,,债券型基金,中长期纯债型基金
005767.OF,东吴骏宏一年A,,20180507,,1,东吴基金,2.00E+15,,,开放式,,,债券型基金,中长期纯债型基金
005768.OF,东吴骏宏一年C,,20180507,,0,东吴基金,2.00E+15,,,开放式,,,债券型基金,中长期纯债型基金
005769.OF,南方共享经济,20180810,20180604,,1,南方基金,2.00E+15,20180810,,开放式,20180810,,混合型基金,灵活配置型基金
005770.OF,信达澳银沪港深高股息,20181102,20180903,,1,信达澳银基金,2.00E+15,20181102,,开放式,20181102,,股票型基金,被动指数型基金
005771.OF,银华可转债,20180831,20180712,,1,银华基金,2.00E+15,20180831,,开放式,20180831,,债券型基金,混合债券型二级基金
005772.OF,工银瑞信瑞景定开,20180607,20180605,,1,工银瑞信基金,2.00E+15,20180607,,开放式,20180607,,债券型基金,中长期纯债型基金
005773.OF,银河可转债,,20180418,,1,银河基金,2.00E+15,,,开放式,,,债券型基金,混合债券型二级基金
005774.OF,华夏产业升级,20180824,20180725,,1,华夏基金,2.00E+15,20180824,,开放式,20180824,,混合型基金,偏股混合型基金
005775.OF,中加转型动力A,20180905,20180806,,1,中加基金,2.00E+15,20180905,,开放式,20180905,,混合型基金,灵活配置型基金
005776.OF,中加转型动力C,20180905,20180806,,0,中加基金,2.00E+15,20180905,,开放式,20180905,,混合型基金,灵活配置型基金
005777.OF,广发科技动力,20180531,20180514,,1,广发基金,2.00E+15,20180531,,开放式,20180531,,股票型基金,普通股票型基金
005778.OF,广发汇元纯债定开,20180330,20180322,,1,广发基金,2.00E+15,20180330,,开放式,20180330,,债券型基金,中长期纯债型基金
005779.OF,鑫元常利定期开放,20180322,20180319,,1,鑫元基金,2.00E+15,20180322,,开放式,20180322,,债券型基金,中长期纯债型基金
005780.OF,鑫元增利定开,20180525,20180521,,1,鑫元基金,2.00E+15,20180525,,开放式,20180525,,债券型基金,中长期纯债型基金
005781.OF,华富富瑞3个月,20180329,20180326,,1,华富基金,2.00E+15,20180329,,开放式,20180329,,债券型基金,中长期纯债型基金
005782.OF,创金合信汇益A,20180626,20180321,,1,创金合信基金,2.00E+15,20180626,,开放式,20180626,,债券型基金,中长期纯债型基金
005783.OF,创金合信汇益C,20180626,20180321,,0,创金合信基金,2.00E+15,20180626,,开放式,20180626,,债券型基金,中长期纯债型基金
005784.OF,创金合信汇誉A,20180626,20180321,,1,创金合信基金,2.00E+15,20180626,,开放式,20180626,,债券型基金,中长期纯债型基金
005785.OF,创金合信汇誉C,20180626,20180321,,0,创金合信基金,2.00E+15,20180626,,开放式,20180626,,债券型基金,中长期纯债型基金
005786.OF,中邮纯债汇利三个月,20180921,20180906,,1,中邮基金,2.00E+15,20180921,,开放式,20180921,,债券型基金,中长期纯债型基金
005787.OF,中欧新趋势C,20180321,,,0,中欧基金,2.00E+15,20180321,,开放式,20180321,,混合型基金,偏股混合型基金
005788.OF,南方MSCI中国A股ETF联接A,20180608,20180509,,1,南方基金,2.00E+15,20180608,,开放式,20180608,,股票型基金,被动指数型基金
005789.OF,南方MSCI中国A股ETF联接C,20180608,20180509,,0,南方基金,2.00E+15,20180608,,开放式,20180608,,股票型基金,被动指数型基金
005790.OF,银河景行3个月定开,20180613,20180608,,1,银河基金,2.00E+15,20180613,,开放式,20180613,,债券型基金,中长期纯债型基金
005791.OF,华夏鼎福三个月A,20180921,20180626,,1,华夏基金,2.00E+15,20180921,,开放式,20180921,,债券型基金,中长期纯债型基金
005792.OF,华夏鼎福三个月C,20180921,20180626,,0,华夏基金,2.00E+15,20180921,,开放式,20180921,,债券型基金,中长期纯债型基金
005793.OF,华富可转债,20180521,20180419,,1,华富基金,2.00E+15,20180521,,开放式,20180521,,债券型基金,混合债券型二级基金
005794.OF,银华心怡,20180705,20180611,,1,银华基金,2.00E+15,20180705,,开放式,20180705,,混合型基金,灵活配置型基金
005795.OF,博时中证500指数增强C,20180331,,,0,博时基金,2.00E+15,20180331,,开放式,20180331,,股票型基金,增强指数型基金
005796.OF,嘉实新添荣定开A,20180426,20180409,,1,嘉实基金,2.00E+15,20180426,,开放式,20180426,,混合型基金,灵活配置型基金
005797.OF,嘉实新添荣定开C,20180426,20180409,,0,嘉实基金,2.00E+15,20180426,,开放式,20180426,,混合型基金,灵活配置型基金
005798.OF,长城久弘纯债,,20180521,,1,长城基金,2.00E+15,,,开放式,,,债券型基金,中长期纯债型基金
005799.OF,创金合信春来回报一年定开A,20180607,20180518,,1,创金合信基金,2.00E+15,20180607,,开放式,20180607,,混合型基金,偏债混合型基金
005800.OF,创金合信春来回报一年定开C,20180607,20180518,,0,创金合信基金,2.00E+15,20180607,,开放式,20180607,,混合型基金,偏债混合型基金
005801.OF,工银瑞信印度市场美元,20180615,20180507,,0,工银瑞信基金,2.00E+15,20180615,,开放式,20180615,,国际(QDII)基金,国际(QDII)股票型基金
005802.OF,汇添富智能制造,20180423,20180418,,1,汇添富基金,2.00E+15,20180423,,开放式,20180423,,股票型基金,普通股票型基金
005803.OF,广发中证京津冀ETF联接A,20180419,20180402,,1,广发基金,2.00E+15,20180419,,开放式,20180419,,股票型基金,被动指数型基金
005804.OF,广发中证京津冀ETF联接C,20180419,20180402,,0,广发基金,2.00E+15,20180419,,开放式,20180419,,股票型基金,被动指数型基金
005805.OF,华泰柏瑞医疗健康,20180625,20180528,,1,华泰柏瑞基金,2.00E+15,20180625,,开放式,20180625,,混合型基金,偏股混合型基金
005806.OF,华泰柏瑞国企整合精选,20180625,20180507,,1,华泰柏瑞基金,2.00E+15,20180625,,开放式,20180625,,混合型基金,偏股混合型基金
005807.OF,安信中证复兴发展100A,20180621,20180507,20200205,1,安信基金,2.00E+15,20180621,20200205,开放式,20180621,20200205,股票型基金,被动指数型基金
005808.OF,安信中证复兴发展100C,20180621,20180507,20200205,0,安信基金,2.00E+15,20180621,20200205,开放式,20180621,20200205,股票型基金,被动指数型基金
005809.OF,前海开源裕源,20180516,20180416,,1,前海开源基金,2.00E+15,20180516,,开放式,20180516,,混合型基金,偏债混合型基金
005810.OF,南方瑞祥A,20180510,20180416,,1,南方基金,2.00E+15,20180510,,开放式,20180510,,混合型基金,灵活配置型基金
005811.OF,南方瑞祥C,20180510,20180416,,0,南方基金,2.00E+15,20180510,,开放式,20180510,,混合型基金,灵活配置型基金
005812.OF,鹏华产业精选,20180509,20180412,,1,鹏华基金,2.00E+15,20180509,,开放式,20180509,,混合型基金,灵活配置型基金
005813.OF,华安CES港股通精选100ETF联接A,20180530,20180423,,1,华安基金,2.00E+15,20180530,,开放式,20180530,,股票型基金,被动指数型基金
005814.OF,华安CES港股通精选100ETF联接C,20180530,20180423,,0,华安基金,2.00E+15,20180530,,开放式,20180530,,股票型基金,被动指数型基金
005815.OF,农银汇理睿选,20180525,20180502,,1,农银汇理基金,2.00E+15,20180525,,开放式,20180525,,混合型基金,灵活配置型基金
